"gene_id","gene_symbol","product","display_name","feature_type","EC_number","COG","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","classification","plot_label","locus_tag"
"AENJPLPP_00174",NA,"hypothetical protein","hypothetical protein","CDS","","",145.454062085064,3.30385517043852,0.205543073698771,16.0737849784246,3.8955655878171e-58,1.54458629959527e-57,"Up in serum","hypothetical protein","AENJPLPP_00174"
"AENJPLPP_00051",NA,"hypothetical protein","hypothetical protein","CDS","","",621.394027517639,1.56371580614783,0.0976543679673758,16.01275845306,1.04090839443472e-57,4.12141491558699e-57,"Not significant","hypothetical protein","AENJPLPP_00051"
"AENJPLPP_00882",NA,"hypothetical protein","hypothetical protein","CDS","","",702.894239159182,-1.51640325923302,0.0947665587500395,-16.0014595785076,1.24814264927308e-57,4.93504446940238e-57,"Not significant","hypothetical protein","AENJPLPP_00882"
"AENJPLPP_01626","queA","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","queA","CDS","2.4.99.17","COG0809",9337.84831856086,-0.883492609581666,0.0553623676806909,-15.95836028324,2.49192572287761e-57,9.83910979284034e-57,"Not significant","queA
(AENJPLPP_01626)","AENJPLPP_01626"
"AENJPLPP_00871","vraR","Response regulator protein VraR","vraR","CDS","","",2011.2726580349,-1.18223385390467,0.0741877709057121,-15.935697210895,3.58183287146627e-57,1.4122797853929e-56,"Not significant","vraR
(AENJPLPP_00871)","AENJPLPP_00871"
"AENJPLPP_02386","clpP_2","ATP-dependent Clp protease proteolytic subunit","clpP_2","CDS","3.4.21.92","COG0740",3055.05184301802,-0.982543440168172,0.0617123210063176,-15.9213496453583,4.50552292481534e-57,1.77401048680838e-56,"Not significant","clpP_2
(AENJPLPP_02386)","AENJPLPP_02386"
"AENJPLPP_02073","dinB","DNA polymerase IV","dinB","CDS","2.7.7.7","COG0389",1601.10310665416,1.12770668856815,0.0708378079830445,15.9195593522329,4.6363055117734e-57,1.82296956997646e-56,"Not significant","dinB
(AENJPLPP_02073)","AENJPLPP_02073"
"AENJPLPP_00948",NA,"hypothetical protein","hypothetical protein","CDS","","",127.615216501666,4.04007371687932,0.253815736483198,15.9173492268741,4.80298388893215e-57,1.885887293976e-56,"Up in serum","hypothetical protein","AENJPLPP_00948"
"AENJPLPP_02349","ypjQ","putative protein YpjQ","ypjQ","CDS","","COG1267",805.05141292849,1.36795942574177,0.0859747098574118,15.9111839750377,5.3001611893366e-57,2.07822109792409e-56,"Not significant","ypjQ
(AENJPLPP_02349)","AENJPLPP_02349"
"AENJPLPP_00366","yckB","putative ABC transporter extracellular-binding protein YckB","yckB","CDS","","COG0834",1262.01467713639,1.43670426902046,0.0903740233611371,15.8973144670051,6.61398697852829e-57,2.58979213502263e-56,"Not significant","yckB
(AENJPLPP_00366)","AENJPLPP_00366"
"AENJPLPP_01444",NA,"hypothetical protein","hypothetical protein","CDS","","",842.398004225531,-1.36041725319873,0.0857324537859815,-15.8681711898135,1.05263586349942e-56,4.11603885299289e-56,"Not significant","hypothetical protein","AENJPLPP_01444"
"AENJPLPP_00729",NA,"Putative universal stress protein","Putative universal stress protein","CDS","","",1915.48258473423,1.36770201592381,0.0862897255956699,15.8501143268491,1.40325344642696e-56,5.4794627680479e-56,"Not significant","Putative universal stress protein","AENJPLPP_00729"
"AENJPLPP_00367","yecS_1","L-cystine transport system permease protein YecS","yecS_1","CDS","","COG0765",725.262775935388,1.75314832458433,0.110693072482624,15.8379226925834,1.70356204014824e-56,6.64295335490313e-56,"Not significant","yecS_1
(AENJPLPP_00367)","AENJPLPP_00367"
"AENJPLPP_00601",NA,"hypothetical protein","hypothetical protein","CDS","","",2952.63150728026,1.05475258830948,0.0666448848972199,15.8264597491034,2.04402980184427e-56,7.95962636729178e-56,"Not significant","hypothetical protein","AENJPLPP_00601"
"AENJPLPP_02873",NA,"hypothetical protein","hypothetical protein","CDS","","",4432.52512800029,-1.11625915331711,0.0705502262234448,-15.822190984643,2.18746035799541e-56,8.50645641962224e-56,"Not significant","hypothetical protein","AENJPLPP_02873"
"AENJPLPP_00880","pglH_1","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase","pglH_1","CDS","2.4.1.292","COG0438",4488.6186761686,-1.12737279295887,0.0713013370934555,-15.8113836137632,2.5970002575989e-56,1.008519578774e-55,"Not significant","pglH_1
(AENJPLPP_00880)","AENJPLPP_00880"
"AENJPLPP_00649","parE","DNA topoisomerase 4 subunit B","parE","CDS","5.6.2.2","COG0187",9030.6338742827,-1.04462668926051,0.0662961812269694,-15.7569662373789,6.15159179879506e-56,2.38563786060121e-55,"Not significant","parE
(AENJPLPP_00649)","AENJPLPP_00649"
"AENJPLPP_01821","luxS","S-ribosylhomocysteine lyase","luxS","CDS","4.4.1.21","COG1854",6597.79634254778,-0.86431579447833,0.0548596069221426,-15.7550489872262,6.34102107301642e-56,2.45573606808611e-55,"Not significant","luxS
(AENJPLPP_01821)","AENJPLPP_01821"
"AENJPLPP_00246","dnaB","Replication initiation and membrane attachment protein","dnaB","CDS","","COG3611",5336.70602375426,0.994848815160159,0.0632071048512662,15.7395093083468,8.1069886253423e-56,3.13536677573006e-55,"Not significant","dnaB
(AENJPLPP_00246)","AENJPLPP_00246"
"AENJPLPP_00481",NA,"Autolysin","Autolysin","CDS","3.2.1.-","COG1388",592.65282770066,-1.60312302922372,0.101969040884296,-15.721664294585,1.0746331571294e-55,4.15045902842201e-55,"Not significant","Autolysin","AENJPLPP_00481"
"AENJPLPP_02666","phoP","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","phoP","CDS","","COG0745",1366.86594519268,1.16887859997826,0.0743962834738423,15.7115187130179,1.26121270759259e-55,4.86443211879378e-55,"Not significant","phoP
(AENJPLPP_02666)","AENJPLPP_02666"
"AENJPLPP_01461","deoC","Deoxyribose-phosphate aldolase","deoC","CDS","4.1.2.4","COG0274",5756.74175818426,-1.08140018647166,0.0688626426895089,-15.7037276560461,1.42610189546222e-55,5.49291764088916e-55,"Not significant","deoC
(AENJPLPP_01461)","AENJPLPP_01461"
"AENJPLPP_00804","dnaE","DNA polymerase III subunit alpha","dnaE","CDS","2.7.7.7","COG0587",6104.59092331255,0.950346119394074,0.0605396889939612,15.697902238792,1.5632651030512e-55,6.01304824285047e-55,"Not significant","dnaE
(AENJPLPP_00804)","AENJPLPP_00804"
"AENJPLPP_00942",NA,"hypothetical protein","hypothetical protein","CDS","","",125.93556677984,3.8939833602925,0.248348751340074,15.6794964310504,2.08903800764909e-55,8.02451370373754e-55,"Up in serum","hypothetical protein","AENJPLPP_00942"
"AENJPLPP_02872",NA,"IS200/IS605 family transposase ISEfa4","IS200/IS605 family transposase ISEfa4","CDS","","",3004.98219246498,-1.12299806672965,0.0716838576011985,-15.6659826118353,2.58404916718862e-55,9.91252465082788e-55,"Not significant","IS200/IS605 family transposase ISEfa4","AENJPLPP_02872"
"AENJPLPP_01057","yfnB_1","Putative HAD-hydrolase YfnB","yfnB_1","CDS","3.-.-.-","COG1011",432.463718659044,-1.76677240853341,0.112810124944539,-15.6614701863154,2.77409562010863e-55,1.06271511509168e-54,"Not significant","yfnB_1
(AENJPLPP_01057)","AENJPLPP_01057"
"AENJPLPP_01901",NA,"hypothetical protein","hypothetical protein","CDS","","",542.801818700782,1.58057584167074,0.100980182357111,15.6523369712398,3.20240256276022e-55,1.22513535880732e-54,"Not significant","hypothetical protein","AENJPLPP_01901"
"AENJPLPP_01648",NA,"Phosphomevalonate kinase","Phosphomevalonate kinase","CDS","2.7.4.2","",2050.72319801814,-1.21404386301712,0.0776458868401728,-15.6356493875345,4.16210076779423e-55,1.59013593436241e-54,"Not significant","Phosphomevalonate kinase","AENJPLPP_01648"
"AENJPLPP_02532","ftsX","Cell division protein FtsX","ftsX","CDS","","COG2177",4798.67248611663,1.06516105316107,0.0681322221340501,15.6337342273289,4.28913203913185e-55,1.63645994646661e-54,"Not significant","ftsX
(AENJPLPP_02532)","AENJPLPP_02532"
"AENJPLPP_00191",NA,"hypothetical protein","hypothetical protein","CDS","","",134.290392623607,3.92984379671659,0.251413640031123,15.630988820774,4.47799675204519e-55,1.70621922005921e-54,"Up in serum","hypothetical protein","AENJPLPP_00191"
"AENJPLPP_02375","valS","Valine--tRNA ligase","valS","CDS","6.1.1.9","COG0525",13980.8541701474,-0.886859401391609,0.0567641565831311,-15.6235810549357,5.02994617439225e-55,1.91394860479899e-54,"Not significant","valS
(AENJPLPP_02375)","AENJPLPP_02375"
"AENJPLPP_00378",NA,"hypothetical protein","hypothetical protein","CDS","","",576.686997910353,-1.56700680702299,0.100378787796713,-15.6109357506537,6.13308239270897e-55,2.33057130922941e-54,"Not significant","hypothetical protein","AENJPLPP_00378"
"AENJPLPP_01787","sasA_3","Adaptive-response sensory-kinase SasA","sasA_3","CDS","2.7.-.-","",1351.28801337223,1.11480568766953,0.0715228831663126,15.5866995053494,8.9647071336331e-55,3.40202223797792e-54,"Not significant","sasA_3
(AENJPLPP_01787)","AENJPLPP_01787"
"AENJPLPP_00469","recU","Holliday junction resolvase RecU","recU","CDS","3.1.22.4","COG3331",627.761793369976,-1.51868751526859,0.0975342183664821,-15.5708175110623,1.14928881700509e-54,4.35560460634729e-54,"Not significant","recU
(AENJPLPP_00469)","AENJPLPP_00469"
"AENJPLPP_00521",NA,"hypothetical protein","hypothetical protein","CDS","","",321.552627438147,-2.25903861362635,0.145167592846801,-15.5615903613582,1.32758698652606e-54,5.02459727119691e-54,"Down in serum","hypothetical protein","AENJPLPP_00521"
"AENJPLPP_01297","bcrA_1","Bacitracin transport ATP-binding protein BcrA","bcrA_1","CDS","","",551.22692208263,1.55288309354015,0.0998867382221856,15.5464391087229,1.68201422653138e-54,6.35751972671608e-54,"Not significant","bcrA_1
(AENJPLPP_01297)","AENJPLPP_01297"
"AENJPLPP_01268",NA,"hypothetical protein","hypothetical protein","CDS","","",224.647871764335,-2.51521196295309,0.16200565003018,-15.525458294106,2.33331121953346e-54,8.80747208333229e-54,"Down in serum","hypothetical protein","AENJPLPP_01268"
"AENJPLPP_00856","rlmCD","23S rRNA (uracil-C(5))-methyltransferase RlmCD","rlmCD","CDS","2.1.1.189","COG2265",2566.73907404056,-0.992858246274394,0.0640389995894238,-15.5039624703689,3.26142460500301e-54,1.22943982114028e-53,"Not significant","rlmCD
(AENJPLPP_00856)","AENJPLPP_00856"
"AENJPLPP_00029",NA,"hypothetical protein","hypothetical protein","CDS","","",353.417805101487,1.7713480672463,0.114510354049511,15.4688899702503,5.62689625250405e-54,2.11831692697327e-53,"Not significant","hypothetical protein","AENJPLPP_00029"
"AENJPLPP_00654","clpY","ATP-dependent protease ATPase subunit ClpY","clpY","CDS","","COG1220",6781.17141209532,-1.07570796724673,0.069669362629739,-15.4401867139739,8.78455979802083e-54,3.3026678337579e-53,"Not significant","clpY
(AENJPLPP_00654)","AENJPLPP_00654"
"AENJPLPP_00723","clsA_1","Major cardiolipin synthase ClsA","clsA_1","CDS","2.7.8.-","COG1502",3565.46002411778,-0.995809128736642,0.0645326139951476,-15.4310985885605,1.01133931706665e-53,3.79721698490143e-53,"Not significant","clsA_1
(AENJPLPP_00723)","AENJPLPP_00723"
"AENJPLPP_01565","mutS_2","DNA mismatch repair protein MutS","mutS_2","CDS","","COG0249",5885.54550966172,-0.885147862524995,0.0573835946132725,-15.4251030889631,1.10977810686718e-53,4.16130042455759e-53,"Not significant","mutS_2
(AENJPLPP_01565)","AENJPLPP_01565"
"AENJPLPP_02392",NA,"hypothetical protein","hypothetical protein","CDS","","",221.479350635699,2.41409383018292,0.156808209667785,15.3952005146761,1.76277229779744e-53,6.60106927918593e-53,"Up in serum","hypothetical protein","AENJPLPP_02392"
"AENJPLPP_02879",NA,"hypothetical protein","hypothetical protein","CDS","","",372.613814212856,-1.77221339470531,0.115168059550297,-15.3880633365306,1.96835944837973e-53,7.36119629902643e-53,"Not significant","hypothetical protein","AENJPLPP_02879"
"AENJPLPP_00903",NA,"hypothetical protein","hypothetical protein","CDS","","",2809.74298287744,-0.953460434561443,0.0619733362728506,-15.3850105852561,2.06342755361312e-53,7.70654802675296e-53,"Not significant","hypothetical protein","AENJPLPP_00903"
"AENJPLPP_00333","nanE_1","Putative N-acetylmannosamine-6-phosphate 2-epimerase","nanE_1","CDS","5.1.3.9","",343.852882978365,-2.12822647995596,0.138362343316055,-15.3815440599654,2.17693616481608e-53,8.11977112331269e-53,"Down in serum","nanE_1
(AENJPLPP_00333)","AENJPLPP_00333"
"AENJPLPP_00161","uvrB","UvrABC system protein B","uvrB","CDS","","COG0556",3402.01050187551,0.927128303434212,0.0602971974615166,15.3759767031616,2.3723867665941e-53,8.83714070556304e-53,"Not significant","uvrB
(AENJPLPP_00161)","AENJPLPP_00161"
"AENJPLPP_00937",NA,"hypothetical protein","hypothetical protein","CDS","","",148.325099306642,5.78435959479184,0.376762278979543,15.3528097623221,3.39172225772977e-53,1.2617563353e-52,"Up in serum","hypothetical protein","AENJPLPP_00937"
"AENJPLPP_02246","catE","Catechol-2,3-dioxygenase","catE","CDS","1.13.11.2","COG2514",3798.84325178438,0.90121984550393,0.0587237729089761,15.3467633440524,3.7230368656464e-53,1.38319125546522e-52,"Not significant","catE
(AENJPLPP_02246)","AENJPLPP_02246"
"AENJPLPP_01333",NA,"hypothetical protein","hypothetical protein","CDS","","",632.437637072496,-1.44255739321248,0.0940858644500153,-15.3323498874676,4.64860667562145e-53,1.72479757518798e-52,"Not significant","hypothetical protein","AENJPLPP_01333"
"AENJPLPP_02104","ypdF","Aminopeptidase YpdF","ypdF","CDS","3.4.11.-","COG0006",8451.74486570367,0.870551749682592,0.0568625011641959,15.3097688610072,6.5797341357276e-53,2.43811876155037e-52,"Not significant","ypdF
(AENJPLPP_02104)","AENJPLPP_02104"
"AENJPLPP_01746","pgaC","Poly-beta-1,6-N-acetyl-D-glucosamine synthase","pgaC","CDS","2.4.1.-","COG1215",1426.04892296054,1.12449772726146,0.073502534637414,15.2987612305966,7.79257432710769e-53,2.88376181961332e-52,"Not significant","pgaC
(AENJPLPP_01746)","AENJPLPP_01746"
"AENJPLPP_00210","aroB","3-dehydroquinate synthase","aroB","CDS","4.2.3.4","COG0337",1491.73385913672,-1.17667000759195,0.0769822181578211,-15.2849584715741,9.63243634289226e-53,3.55997745257545e-52,"Not significant","aroB
(AENJPLPP_00210)","AENJPLPP_00210"
"AENJPLPP_01764","nhaC_2","Na(+)/H(+) antiporter NhaC","nhaC_2","CDS","","COG1757",164.938710407597,-3.1201686702446,0.204203137400482,-15.2797293418923,1.0437330450353e-52,3.85242275162312e-52,"Down in serum","nhaC_2
(AENJPLPP_01764)","AENJPLPP_01764"
"AENJPLPP_01922","sufS","Cysteine desulfurase SufS","sufS","CDS","2.8.1.7","COG0520",2999.33038371097,1.01332851249408,0.0663471206739643,15.2731347223591,1.15485416618787e-52,4.25702102145556e-52,"Not significant","sufS
(AENJPLPP_01922)","AENJPLPP_01922"
"AENJPLPP_02549","gtaB_2","UTP--glucose-1-phosphate uridylyltransferase","gtaB_2","CDS","2.7.7.9","COG1210",6935.6097454092,0.877107614345827,0.0578515378926937,15.1613534625948,6.37421151612477e-52,2.34660504579314e-51,"Not significant","gtaB_2
(AENJPLPP_02549)","AENJPLPP_02549"
"AENJPLPP_01267",NA,"hypothetical protein","hypothetical protein","CDS","","",1310.10654522434,1.09854856202415,0.0724975704842529,15.1529017412075,7.24938816558866e-52,2.66532699958201e-51,"Not significant","hypothetical protein","AENJPLPP_01267"
"AENJPLPP_01046",NA,"hypothetical protein","hypothetical protein","CDS","","",3447.53418957452,-0.93828326644221,0.0619253297136187,-15.1518493447094,7.36642300664382e-52,2.70484351904133e-51,"Not significant","hypothetical protein","AENJPLPP_01046"
"AENJPLPP_00470","ponA_1","Penicillin-binding protein 1A","ponA_1","CDS","","COG0744",8421.0046773987,-0.914388982583501,0.0603563923564467,-15.1498283261099,7.59647729378259e-52,2.78570300760343e-51,"Not significant","ponA_1
(AENJPLPP_00470)","AENJPLPP_00470"
"AENJPLPP_00147","fra","Intracellular iron chaperone frataxin","fra","CDS","","COG5646",270.553789335778,2.05514349177889,0.135685426583367,15.1463833922959,8.00522396714086e-52,2.93179677244189e-51,"Up in serum","fra
(AENJPLPP_00147)","AENJPLPP_00147"
"AENJPLPP_01256","cysE","Serine acetyltransferase","cysE","CDS","2.3.1.30","COG1045",1493.66240869391,-1.14038736152494,0.0753148959395254,-15.1415911460678,8.61049479694483e-52,3.14939415635024e-51,"Not significant","cysE
(AENJPLPP_01256)","AENJPLPP_01256"
"AENJPLPP_02133","dtxR","Diphtheria toxin repressor","dtxR","CDS","","",1129.66698290175,-1.40695955865755,0.0930727300705946,-15.1167754248788,1.25541288748631e-51,4.58590178641773e-51,"Not significant","dtxR
(AENJPLPP_02133)","AENJPLPP_02133"
"AENJPLPP_01159",NA,"hypothetical protein","hypothetical protein","CDS","","",3505.6969209117,-1.15828237679423,0.0766340398878594,-15.1144632135952,1.30026316133836e-51,4.74361470328466e-51,"Not significant","hypothetical protein","AENJPLPP_01159"
"AENJPLPP_03125",NA,"hypothetical protein","hypothetical protein","CDS","","",1005.04473180263,1.15030630923704,0.0761070150475258,15.1143269581485,1.30295535214651e-51,4.74731866399841e-51,"Not significant","hypothetical protein","AENJPLPP_03125"
"AENJPLPP_00957",NA,"hypothetical protein","hypothetical protein","CDS","","",131.937106814461,3.24406316374092,0.21468030939448,15.1111351240876,1.36763333496005e-51,4.97656808646775e-51,"Up in serum","hypothetical protein","AENJPLPP_00957"
"AENJPLPP_00659","dprA","DNA processing protein DprA","dprA","CDS","","COG0758",299.990152599087,-1.97337220624944,0.131142866080941,-15.0474994578164,3.58532059695162e-51,1.30295797303852e-50,"Not significant","dprA
(AENJPLPP_00659)","AENJPLPP_00659"
"AENJPLPP_01204","murJ_3","Lipid II flippase MurJ","murJ_3","CDS","","COG2244",1641.66285209247,-1.13054418038482,0.0751331958285919,-15.0471994158751,3.60161552160768e-51,1.30720173611171e-50,"Not significant","murJ_3
(AENJPLPP_01204)","AENJPLPP_01204"
"AENJPLPP_02403",NA,"hypothetical protein","hypothetical protein","CDS","","",227.946823934898,2.30401668753311,0.153167573211859,15.0424573505922,3.86916425676794e-51,1.40251011663381e-50,"Up in serum","hypothetical protein","AENJPLPP_02403"
"AENJPLPP_03047","vanX","D-alanyl-D-alanine dipeptidase","vanX","CDS","3.4.13.22","",925.737949772265,1.45610844935143,0.0968672940518891,15.0319926204549,4.53166276752836e-51,1.64055464128808e-50,"Not significant","vanX
(AENJPLPP_03047)","AENJPLPP_03047"
"AENJPLPP_01625","opuCA_2","Carnitine transport ATP-binding protein OpuCA","opuCA_2","CDS","7.6.2.9","COG1125",1132.68954625255,1.12279803769214,0.0747038632472877,15.0299862535276,4.67102687374838e-51,1.68884764745615e-50,"Not significant","opuCA_2
(AENJPLPP_01625)","AENJPLPP_01625"
"AENJPLPP_01445",NA,"hypothetical protein","hypothetical protein","CDS","","",840.563632280878,-1.40217137857672,0.0933889517077497,-15.0143175711476,5.9167674126941e-51,2.13652660017054e-50,"Not significant","hypothetical protein","AENJPLPP_01445"
"AENJPLPP_02495","dapE","putative succinyl-diaminopimelate desuccinylase","dapE","CDS","3.5.1.18","",1856.02676604597,1.00135212003238,0.0669022083463697,14.9674001020732,1.19918337557544e-50,4.32469826274405e-50,"Not significant","dapE
(AENJPLPP_02495)","AENJPLPP_02495"
"AENJPLPP_01888",NA,"TelA-like protein","TelA-like protein","CDS","","",6406.000864866,0.877306419534107,0.0586152380306409,14.9672073169011,1.20266394068529e-50,4.3317323359797e-50,"Not significant","TelA-like protein","AENJPLPP_01888"
"AENJPLPP_02366","ansA","L-asparaginase","ansA","CDS","3.5.1.1","COG0252",1334.4797211519,-1.14698332977421,0.0766548574626676,-14.9629569180637,1.28200871191449e-50,4.61164760283345e-50,"Not significant","ansA
(AENJPLPP_02366)","AENJPLPP_02366"
"AENJPLPP_01093","thiK","Thiamine kinase","thiK","CDS","2.7.1.89","",1957.19237833911,-1.03065782449941,0.0690198452102584,-14.932775078815,2.0169444182869e-50,7.24615437585054e-50,"Not significant","thiK
(AENJPLPP_01093)","AENJPLPP_01093"
"AENJPLPP_02584","tagU_3","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","tagU_3","CDS","2.7.8.-","COG1316",2274.4066442751,-1.0373866657734,0.0696151504117347,-14.9017370448506,3.21121184894255e-50,1.15221048724415e-49,"Not significant","tagU_3
(AENJPLPP_02584)","AENJPLPP_02584"
"AENJPLPP_00568","pdhD","Dihydrolipoyl dehydrogenase","pdhD","CDS","1.8.1.4","",7418.77775444324,-1.06344420220031,0.071470895166964,-14.8794023037767,4.48488161103409e-50,1.60717719504272e-49,"Not significant","pdhD
(AENJPLPP_00568)","AENJPLPP_00568"
"AENJPLPP_01463","tmpC","Membrane lipoprotein TmpC","tmpC","CDS","","COG1744",47580.2524741629,0.95184162321953,0.0640547934984481,14.8598031659034,6.01015115362316e-50,2.1510414558669e-49,"Not significant","tmpC
(AENJPLPP_01463)","AENJPLPP_01463"
"AENJPLPP_00860","cspD","Cold shock protein CspD","cspD","CDS","","COG1278",13465.1751596657,1.02597894402969,0.069086372275485,14.8506704033982,6.88764056214176e-50,2.46198364033123e-49,"Not significant","cspD
(AENJPLPP_00860)","AENJPLPP_00860"
"AENJPLPP_00214","aroK","Shikimate kinase","aroK","CDS","2.7.1.71","COG0703",516.970342933457,-1.47007015297988,0.0990050234185013,-14.8484400308233,7.1206391440906e-50,2.54205919507194e-49,"Not significant","aroK
(AENJPLPP_00214)","AENJPLPP_00214"
"AENJPLPP_00493","obg","GTPase Obg","obg","CDS","3.6.5.-","COG0536",8606.48309871249,-1.23837301378929,0.0834123052513321,-14.8464067748507,7.33987512355633e-50,2.61702600438135e-49,"Not significant","obg
(AENJPLPP_00493)","AENJPLPP_00493"
"AENJPLPP_00888",NA,"hypothetical protein","hypothetical protein","CDS","","",664.23872884388,-1.40947670894924,0.0950223389601532,-14.8331089759882,8.94903833679692e-50,3.18675818005938e-49,"Not significant","hypothetical protein","AENJPLPP_00888"
"AENJPLPP_01910","ogt","Methylated-DNA--protein-cysteine methyltransferase, constitutive","ogt","CDS","2.1.1.63","COG0350",1330.31165192888,1.17520824930936,0.0792862900590339,14.8223387477752,1.05061830262839e-49,3.73655830997608e-49,"Not significant","ogt
(AENJPLPP_01910)","AENJPLPP_01910"
"AENJPLPP_01726",NA,"hypothetical protein","hypothetical protein","CDS","","",1043.01978661717,-1.20230021800643,0.0813062352899958,-14.7873064558723,1.76892298620009e-49,6.28333873768188e-49,"Not significant","hypothetical protein","AENJPLPP_01726"
"AENJPLPP_00845","ptsH","Phosphocarrier protein HPr","ptsH","CDS","","COG1925",16505.6773410988,-1.07625036012634,0.0729109139898706,-14.7611695044155,2.60720211494096e-49,9.2493598839572e-49,"Not significant","ptsH
(AENJPLPP_00845)","AENJPLPP_00845"
"AENJPLPP_01231","thiT","Thiamine transporter ThiT","thiT","CDS","","",1220.257867849,1.39164055136698,0.0944418588411612,14.7354210139758,3.81810476911473e-49,1.35282285373765e-48,"Not significant","thiT
(AENJPLPP_01231)","AENJPLPP_01231"
"AENJPLPP_00457","cshB","DEAD-box ATP-dependent RNA helicase CshB","cshB","CDS","3.6.4.13","COG0513",9135.83750308503,-0.793608681607911,0.0540391864779678,-14.6857999413346,7.94905544934258e-49,2.8129719971361e-48,"Not significant","cshB
(AENJPLPP_00457)","AENJPLPP_00457"
"AENJPLPP_01662",NA,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","CDS","3.1.2.28","",598.679480159924,1.60702474302804,0.109461722839625,14.6811570413754,8.5125399405832e-49,3.00861430359439e-48,"Not significant","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","AENJPLPP_01662"
"AENJPLPP_02156",NA,"hypothetical protein","hypothetical protein","CDS","","",114.261353845475,3.93739189508781,0.268495168854649,14.6646657065898,1.08550453550418e-48,3.83174980051413e-48,"Up in serum","hypothetical protein","AENJPLPP_02156"
"AENJPLPP_02276","upp","Uracil phosphoribosyltransferase","upp","CDS","2.4.2.9","",4363.4476437634,0.85928616081255,0.0587068305118739,14.6369026111664,1.63341634553496e-48,5.75865712852985e-48,"Not significant","upp
(AENJPLPP_02276)","AENJPLPP_02276"
"AENJPLPP_01563","ymdB","2',3'-cyclic-nucleotide 2'-phosphodiesterase","ymdB","CDS","3.1.4.16","COG1692",917.392669242548,-1.21981958274777,0.0833866246143914,-14.6284801476092,1.8487086827169e-48,6.50957000095963e-48,"Not significant","ymdB
(AENJPLPP_01563)","AENJPLPP_01563"
"AENJPLPP_00502","ykuT","putative MscS family protein YkuT","ykuT","CDS","","COG0668",711.863220509487,-1.36485093262608,0.0933084862870547,-14.6272969044557,1.88113606745408e-48,6.61552323846272e-48,"Not significant","ykuT
(AENJPLPP_00502)","AENJPLPP_00502"
"AENJPLPP_00159","artM_1","Arginine transport ATP-binding protein ArtM","artM_1","CDS","","COG1126",14390.3343332938,-0.831410766574578,0.056858883929854,-14.6223546631742,2.02281508923034e-48,7.10494977371103e-48,"Not significant","artM_1
(AENJPLPP_00159)","AENJPLPP_00159"
"AENJPLPP_00661","rbgA","Ribosome biogenesis GTPase A","rbgA","CDS","","COG1161",1533.21728873106,-1.03092616127077,0.0705958269917735,-14.603216722582,2.67900767757966e-48,9.39810500028255e-48,"Not significant","rbgA
(AENJPLPP_00661)","AENJPLPP_00661"
"AENJPLPP_00901","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase","rfbC","CDS","5.1.3.13","COG1898",2948.59355812362,-0.907774491650789,0.0622146793986996,-14.591001680381,3.20457634935398e-48,1.12279154022538e-47,"Not significant","rfbC
(AENJPLPP_00901)","AENJPLPP_00901"
"AENJPLPP_01866",NA,"hypothetical protein","hypothetical protein","CDS","","",202.867778669049,2.38524237420771,0.163598844021761,14.579824133051,3.77487908040051e-48,1.32097437288181e-47,"Up in serum","hypothetical protein","AENJPLPP_01866"
"AENJPLPP_01789","ydfK","putative membrane protein YdfK","ydfK","CDS","","COG1811",124.044545412851,-3.38346496847486,0.232113940882997,-14.5767417312534,3.94920372283153e-48,1.38027107893038e-47,"Down in serum","ydfK
(AENJPLPP_01789)","AENJPLPP_01789"
"AENJPLPP_00653","codY","GTP-sensing transcriptional pleiotropic repressor CodY","codY","CDS","","COG4465",3923.02919905,-1.08925083684396,0.0747586909597474,-14.5702235132829,4.34467195061993e-48,1.51661729866893e-47,"Not significant","codY
(AENJPLPP_00653)","AENJPLPP_00653"
"AENJPLPP_02138","dgaR_3","Transcriptional regulatory protein DagR","dgaR_3","CDS","","",2981.61108867821,0.929816807438651,0.0639649650655231,14.5363451146449,7.12991013225025e-48,2.48580980103454e-47,"Not significant","dgaR_3
(AENJPLPP_02138)","AENJPLPP_02138"
"AENJPLPP_02694",NA,"hypothetical protein","hypothetical protein","CDS","","",598.639403927942,1.38240646349195,0.0951308108050018,14.5316375608907,7.63726136400834e-48,2.65885320704078e-47,"Not significant","hypothetical protein","AENJPLPP_02694"
"AENJPLPP_02924",NA,"hypothetical protein","hypothetical protein","CDS","","",183.892044125138,2.30943056154366,0.158925077196159,14.5315679708191,7.6450247634447e-48,2.65885320704078e-47,"Up in serum","hypothetical protein","AENJPLPP_02924"
"AENJPLPP_01389","gor","Glutathione reductase","gor","CDS","1.8.1.7","COG1249",5737.34670866907,-0.826739405078805,0.0569388314832173,-14.5197817296705,9.07988999630347e-48,3.15400841466689e-47,"Not significant","gor
(AENJPLPP_01389)","AENJPLPP_01389"
