"gene_id","gene_symbol","product","display_name","feature_type","EC_number","COG","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","classification","plot_label","locus_tag"
"AENJPLPP_00949",NA,"hypothetical protein","hypothetical protein","CDS","","",58.1449996103708,4.91494006471911,0.468378499076535,10.4935219580094,9.25142336579413e-26,2.34264575568544e-25,"Up in serum","hypothetical protein","AENJPLPP_00949"
"AENJPLPP_01952",NA,"hypothetical protein","hypothetical protein","CDS","","",731.94384493221,0.88767412060719,0.0846076552488702,10.4916525342315,9.43633418220392e-26,2.38733351830378e-25,"Not significant","hypothetical protein","AENJPLPP_01952"
"AENJPLPP_00503",NA,"hypothetical protein","hypothetical protein","CDS","","",1454.9150184197,-0.748602604551147,0.0713858214371706,-10.4867127600405,9.94275866993919e-26,2.51201146827147e-25,"Not significant","hypothetical protein","AENJPLPP_00503"
"AENJPLPP_01619",NA,"hypothetical protein","hypothetical protein","CDS","","",961.377161220778,0.931499567528436,0.0888269830024984,10.4866734863914,9.94689104886018e-26,2.51201146827147e-25,"Not significant","hypothetical protein","AENJPLPP_01619"
"AENJPLPP_01958",NA,"hypothetical protein","hypothetical protein","CDS","","",738.55122885944,0.954766138943711,0.0913961330232781,10.4464609974312,1.52095211487486e-25,3.83762516685447e-25,"Not significant","hypothetical protein","AENJPLPP_01958"
"AENJPLPP_00863","czcD","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","czcD","CDS","","COG1230",416.85849221141,1.09305578226447,0.104771873067882,10.432721590806,1.75780046870805e-25,4.43128506403607e-25,"Not significant","czcD
(AENJPLPP_00863)","AENJPLPP_00863"
"AENJPLPP_00278",NA,"hypothetical protein","hypothetical protein","CDS","","",1618.83066019389,2.45984241066935,0.236203509490262,10.414080705142,2.13853623247585e-25,5.38629543962556e-25,"Up in serum","hypothetical protein","AENJPLPP_00278"
"AENJPLPP_00129",NA,"hypothetical protein","hypothetical protein","CDS","","",745.369637111779,-0.956754202744224,0.0919985919908076,-10.3996613648155,2.48815852015835e-25,6.26131268494959e-25,"Not significant","hypothetical protein","AENJPLPP_00129"
"AENJPLPP_01967","gmuD_2","6-phospho-beta-glucosidase GmuD","gmuD_2","CDS","3.2.1.86","COG2723",501.718414014565,-0.999850073615345,0.096199122568772,-10.3935467072536,2.65300322125057e-25,6.67020614508024e-25,"Not significant","gmuD_2
(AENJPLPP_01967)","AENJPLPP_01967"
"AENJPLPP_02875",NA,"hypothetical protein","hypothetical protein","CDS","","",596.124435857269,-0.975954680366383,0.0939721869770877,-10.3855695154178,2.88442619407581e-25,7.24561717429335e-25,"Not significant","hypothetical protein","AENJPLPP_02875"
"AENJPLPP_01075",NA,"hypothetical protein","hypothetical protein","CDS","","",392.032941469805,-1.25492305326729,0.121233061717122,-10.3513269028497,4.12725509193714e-25,1.03583857848174e-24,"Not significant","hypothetical protein","AENJPLPP_01075"
"AENJPLPP_01059",NA,"hypothetical protein","hypothetical protein","CDS","","",1566.7602111058,-0.756169643964631,0.0731485431805883,-10.3374532298997,4.77046818559942e-25,1.19620863006483e-24,"Not significant","hypothetical protein","AENJPLPP_01059"
"AENJPLPP_00642",NA,"hypothetical protein","hypothetical protein","CDS","","",737.658125469317,0.934203346085038,0.0905450498940828,10.3175529438423,5.87001443339285e-25,1.47062043017125e-24,"Not significant","hypothetical protein","AENJPLPP_00642"
"AENJPLPP_02083","ysdC","Putative aminopeptidase YsdC","ysdC","CDS","3.4.11.-","COG1363",4051.0576107887,0.589005474015575,0.0571457175007027,10.3070798613795,6.54601300664163e-25,1.63852898512842e-24,"Not significant","ysdC
(AENJPLPP_02083)","AENJPLPP_02083"
"AENJPLPP_02364",NA,"putative ketoamine kinase","putative ketoamine kinase","CDS","2.7.1.-","",520.496548088254,1.03036231233317,0.10018037926555,10.2850709878226,8.22814204972216e-25,2.05776238010278e-24,"Not significant","putative ketoamine kinase","AENJPLPP_02364"
"AENJPLPP_00256",NA,"hypothetical protein","hypothetical protein","CDS","","",341.539596412522,-1.16324443208564,0.113104358098856,-10.2847003567177,8.25985902034704e-25,2.06387121682281e-24,"Not significant","hypothetical protein","AENJPLPP_00256"
"AENJPLPP_00546",NA,"hypothetical protein","hypothetical protein","CDS","","",506.646058631932,-1.02839257562671,0.100001572206456,-10.2837640742644,8.3405224723991e-25,2.08218863486436e-24,"Not significant","hypothetical protein","AENJPLPP_00546"
"AENJPLPP_01744",NA,"hypothetical protein","hypothetical protein","CDS","","",773.529860416037,1.03299205095885,0.100598586336271,10.2684549413633,9.77577122584209e-25,2.43834434716819e-24,"Not significant","hypothetical protein","AENJPLPP_01744"
"AENJPLPP_01966","rbsR","Ribose operon repressor","rbsR","CDS","","COG1609",439.376400319938,-1.12814106702064,0.109984286708885,-10.2572931168494,1.09739826468676e-24,2.73480148532413e-24,"Not significant","rbsR
(AENJPLPP_01966)","AENJPLPP_01966"
"AENJPLPP_01899",NA,"hypothetical protein","hypothetical protein","CDS","","",1471.60818855025,-0.765264949891394,0.0748192160873573,-10.2281872212867,1.48268724576002e-24,3.69172171745526e-24,"Not significant","hypothetical protein","AENJPLPP_01899"
"AENJPLPP_01236","znuC","High-affinity zinc uptake system ATP-binding protein ZnuC","znuC","CDS","7.2.2.-","COG1121",629.688234228823,-0.928026683364608,0.0907917165017352,-10.2214906725205,1.58878606189786e-24,3.95241945626787e-24,"Not significant","znuC
(AENJPLPP_01236)","AENJPLPP_01236"
"AENJPLPP_01509","truA","tRNA pseudouridine synthase A","truA","CDS","5.4.99.12","COG0101",874.276222694551,-0.878808855384778,0.0860815954544249,-10.2090214609237,1.80677724428506e-24,4.49076942806937e-24,"Not significant","truA
(AENJPLPP_01509)","AENJPLPP_01509"
"AENJPLPP_00960",NA,"hypothetical protein","hypothetical protein","CDS","","",55.5040863805473,3.50319666098835,0.343220170258748,10.2068496101128,1.84766689228924e-24,4.58837278251827e-24,"Up in serum","hypothetical protein","AENJPLPP_00960"
"AENJPLPP_00878","wbgU_1","UDP-N-acetylglucosamine 4-epimerase","wbgU_1","CDS","5.1.3.7","",9213.91390379325,-0.609685143613175,0.0597819738768202,-10.1984779704568,2.01403909568095e-24,4.99714695869656e-24,"Not significant","wbgU_1
(AENJPLPP_00878)","AENJPLPP_00878"
"AENJPLPP_02591","epsN","Putative pyridoxal phosphate-dependent aminotransferase EpsN","epsN","CDS","2.6.1.-","COG0399",2022.06665127641,-0.738875712196407,0.0724797328487684,-10.1942389017644,2.1038592055206e-24,5.21543380983259e-24,"Not significant","epsN
(AENJPLPP_02591)","AENJPLPP_02591"
"AENJPLPP_01472","rpiA","Ribose-5-phosphate isomerase A","rpiA","CDS","5.3.1.6","COG0120",2453.62134239205,-0.733640255542005,0.0719779523135125,-10.1925691404294,2.14031865858685e-24,5.30117421037567e-24,"Not significant","rpiA
(AENJPLPP_01472)","AENJPLPP_01472"
"AENJPLPP_00419",NA,"hypothetical protein","hypothetical protein","CDS","","",440.09963427495,1.04709046248934,0.10287256134981,10.1785203824058,2.47292798963414e-24,6.11963211420826e-24,"Not significant","hypothetical protein","AENJPLPP_00419"
"AENJPLPP_01860",NA,"hypothetical protein","hypothetical protein","CDS","","",170.113161715827,1.57480260667349,0.154883422307649,10.1676640612022,2.76459097546351e-24,6.83542100570935e-24,"Not significant","hypothetical protein","AENJPLPP_01860"
"AENJPLPP_00279",NA,"hypothetical protein","hypothetical protein","CDS","","",119.315485641687,1.88007006121596,0.185064481882157,10.1589999447497,3.02159765078505e-24,7.46396494418766e-24,"Not significant","hypothetical protein","AENJPLPP_00279"
"AENJPLPP_01424","recF","DNA replication and repair protein RecF","recF","CDS","","COG1195",5363.91407154328,-0.626117030662009,0.0616322440475633,-10.1589199020373,3.02407905015304e-24,7.46396494418766e-24,"Not significant","recF
(AENJPLPP_01424)","AENJPLPP_01424"
"AENJPLPP_00411",NA,"hypothetical protein","hypothetical protein","CDS","","",73.4131851359077,2.86974987035133,0.282553752104202,10.1564741185706,3.10088157980967e-24,7.64686041153412e-24,"Up in serum","hypothetical protein","AENJPLPP_00411"
"AENJPLPP_02304","dtd3","D-aminoacyl-tRNA deacylase","dtd3","CDS","3.1.1.96","",952.574965078099,-0.88177546827236,0.0868718746144907,-10.1502986114366,3.3035105893809e-24,8.13945907618567e-24,"Not significant","dtd3
(AENJPLPP_02304)","AENJPLPP_02304"
"AENJPLPP_02629","cadA","Cadmium, zinc and cobalt-transporting ATPase","cadA","CDS","3.6.3.3","COG2217",1329.19610055679,0.742359680095303,0.073201967498057,10.1412531038187,3.62420309584674e-24,8.92184257768881e-24,"Not significant","cadA
(AENJPLPP_02629)","AENJPLPP_02629"
"AENJPLPP_01868",NA,"hypothetical protein","hypothetical protein","CDS","","",561.586211721866,-0.988765011138042,0.0975410536474803,-10.1369113226058,3.7889024073804e-24,9.31918567792694e-24,"Not significant","hypothetical protein","AENJPLPP_01868"
"AENJPLPP_00003",NA,"Putative phosphatase","Putative phosphatase","CDS","3.1.3.-","",1181.62368272315,-0.757467001433415,0.0747691601627629,-10.1307410673666,4.03579063758447e-24,9.91781536024447e-24,"Not significant","Putative phosphatase","AENJPLPP_00003"
"AENJPLPP_01891",NA,"hypothetical protein","hypothetical protein","CDS","","",379.353440540398,-1.08710030778802,0.107324844571054,-10.1290648230877,4.10557093364054e-24,1.00805475395805e-23,"Not significant","hypothetical protein","AENJPLPP_01891"
"AENJPLPP_00052",NA,"hypothetical protein","hypothetical protein","CDS","","",161.740009995817,1.58925274693439,0.156980996109921,10.123854392041,4.33019680818783e-24,1.06228658266722e-23,"Not significant","hypothetical protein","AENJPLPP_00052"
"AENJPLPP_01915","mgsR","Regulatory protein MgsR","mgsR","CDS","","COG1393",810.489492885888,-0.935670084137069,0.0926629343419895,-10.0975658798351,5.66303541873742e-24,1.38805656021174e-23,"Not significant","mgsR
(AENJPLPP_01915)","AENJPLPP_01915"
"AENJPLPP_00728",NA,"hypothetical protein","hypothetical protein","CDS","","",137.178834182957,-1.89343565269373,0.187750649808842,-10.0848420744297,6.44687688293678e-24,1.5788156103455e-23,"Not significant","hypothetical protein","AENJPLPP_00728"
"AENJPLPP_02187",NA,"hypothetical protein","hypothetical protein","CDS","","",59.2252049702725,5.54388553445945,0.549747296702805,10.084425276322,6.47429434457008e-24,1.58415966201192e-23,"Up in serum","hypothetical protein","AENJPLPP_02187"
"AENJPLPP_01984","garK","Glycerate 2-kinase","garK","CDS","2.7.1.165","COG1929",726.722297178574,0.852051971669845,0.0847178441366923,10.0575266090938,8.51097167850934e-24,2.0807047341848e-23,"Not significant","garK
(AENJPLPP_01984)","AENJPLPP_01984"
"AENJPLPP_02343","tadA_2","tRNA-specific adenosine deaminase","tadA_2","CDS","3.5.4.33","COG0590",753.851126368004,-0.896346471960497,0.0892178603864993,-10.0467156248474,9.49803208511693e-24,2.32001111587282e-23,"Not significant","tadA_2
(AENJPLPP_02343)","AENJPLPP_02343"
"AENJPLPP_01060",NA,"hypothetical protein","hypothetical protein","CDS","","",3479.79111259923,-0.607575763971699,0.060576915216239,-10.0298234369126,1.12717983994694e-23,2.75090183352569e-23,"Not significant","hypothetical protein","AENJPLPP_01060"
"AENJPLPP_00652","lacX","Protein LacX, plasmid","lacX","CDS","","",2614.04113819648,-0.745184249373544,0.0743025753203917,-10.0290500855498,1.13604248806709e-23,2.77014322456324e-23,"Not significant","lacX
(AENJPLPP_00652)","AENJPLPP_00652"
"AENJPLPP_00519","dtpT_1","Di-/tripeptide transporter","dtpT_1","CDS","","COG3104",1625.12320156031,-0.807071384208522,0.0804751058695301,-10.0288328357962,1.13854457441237e-23,2.77385515504424e-23,"Not significant","dtpT_1
(AENJPLPP_00519)","AENJPLPP_00519"
"AENJPLPP_02956","frlB_3","Fructosamine deglycase FrlB","frlB_3","CDS","3.5.-.-","COG2222",324.673846196281,1.16723832097824,0.116544654424865,10.0153741648506,1.30467289160349e-23,3.17586324688692e-23,"Not significant","frlB_3
(AENJPLPP_02956)","AENJPLPP_02956"
"AENJPLPP_01053","pepF1_1","Oligoendopeptidase F, plasmid","pepF1_1","CDS","3.4.24.-","",10501.4874340269,0.570279390434294,0.0569696768716169,10.010226874192,1.37436999267424e-23,3.34264729317935e-23,"Not significant","pepF1_1
(AENJPLPP_01053)","AENJPLPP_01053"
"AENJPLPP_01769","ptsG_3","PTS system glucose-specific EIICBA component","ptsG_3","CDS","2.7.1.199","COG1263",666.945023104822,0.910662466103174,0.0910261814727202,10.0044014960255,1.45770438106896e-23,3.54228420841736e-23,"Not significant","ptsG_3
(AENJPLPP_01769)","AENJPLPP_01769"
"AENJPLPP_00805",NA,"hypothetical protein","hypothetical protein","CDS","","",880.547708527727,0.835357754859461,0.0835077836377235,10.0033520046879,1.47324101821279e-23,3.5769685442199e-23,"Not significant","hypothetical protein","AENJPLPP_00805"
"AENJPLPP_02679",NA,"hypothetical protein","hypothetical protein","CDS","","",161.590355642968,-1.64223562804953,0.164524722490691,-9.98169517132879,1.83307903603496e-23,4.44682669324333e-23,"Not significant","hypothetical protein","AENJPLPP_02679"
"AENJPLPP_01569","treR","HTH-type transcriptional regulator TreR","treR","CDS","","COG2188",928.302130459509,-0.796258180553503,0.0799723976211883,-9.95666260157915,2.3584723208528e-23,5.71646844206701e-23,"Not significant","treR
(AENJPLPP_01569)","AENJPLPP_01569"
"AENJPLPP_02440",NA,"hypothetical protein","hypothetical protein","CDS","","",314.79160056322,1.19246411944841,0.119980057530967,9.93885270592267,2.8205685445659e-23,6.83064974308474e-23,"Not significant","hypothetical protein","AENJPLPP_02440"
"AENJPLPP_01567","maf","dTTP/UTP pyrophosphatase","maf","CDS","3.6.1.9","COG0424",1861.65305607329,-0.779813612273978,0.0785186318803993,-9.93157411939884,3.03427115248509e-23,7.34189883135495e-23,"Not significant","maf
(AENJPLPP_01567)","AENJPLPP_01567"
"AENJPLPP_02034","manZ_3","PTS system mannose-specific EIID component","manZ_3","CDS","","COG3716",220.796887143447,1.39488411844123,0.140644578291771,9.91779516411576,3.48366370569625e-23,8.42207681539376e-23,"Not significant","manZ_3
(AENJPLPP_02034)","AENJPLPP_02034"
"AENJPLPP_00721",NA,"hypothetical protein","hypothetical protein","CDS","","",334.912741829627,-1.11551139508046,0.112516463098839,-9.91420601357287,3.61116158657372e-23,8.72286557302917e-23,"Not significant","hypothetical protein","AENJPLPP_00721"
"AENJPLPP_01215","thiN","Thiamine pyrophosphokinase","thiN","CDS","2.7.6.2","COG1564",4068.71825811834,0.701511114003709,0.0709563912361973,9.88651059872172,4.76342557561578e-23,1.14963834651051e-22,"Not significant","thiN
(AENJPLPP_01215)","AENJPLPP_01215"
"AENJPLPP_01562",NA,"Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","CDS","","",1643.25067736959,-0.668822195820657,0.0678157319727219,-9.86234574729184,6.0616411064883e-23,1.46171260412848e-22,"Not significant","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","AENJPLPP_01562"
"AENJPLPP_00688","recQ_2","ATP-dependent DNA helicase RecQ","recQ_2","CDS","3.6.4.12","COG0514",534.267833223727,0.991948676958583,0.100619191506316,9.85844412093407,6.30183012081893e-23,1.51833881464157e-22,"Not significant","recQ_2
(AENJPLPP_00688)","AENJPLPP_00688"
"AENJPLPP_02897",NA,"Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","CDS","","",150.293984206733,1.58826841081507,0.161366709298822,9.84260271351187,7.37770683261431e-23,1.7760449016268e-22,"Not significant","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","AENJPLPP_02897"
"AENJPLPP_02985",NA,"hypothetical protein","hypothetical protein","CDS","","",256.886417102883,-1.30900700549738,0.133098892458241,-9.83484521411835,7.96900559510473e-23,1.91675911977413e-22,"Not significant","hypothetical protein","AENJPLPP_02985"
"AENJPLPP_02091",NA,"hypothetical protein","hypothetical protein","CDS","","",128.372448944581,-1.80048577735468,0.183134271047397,-9.83150650644025,8.23771225209494e-23,1.97970826703572e-22,"Not significant","hypothetical protein","AENJPLPP_02091"
"AENJPLPP_01071","dtd","D-aminoacyl-tRNA deacylase","dtd","CDS","3.1.1.96","COG1490",3425.37110422902,0.599950658335756,0.0610264856014519,9.83098817542728,8.28022540457009e-23,1.98823732996929e-22,"Not significant","dtd
(AENJPLPP_01071)","AENJPLPP_01071"
"AENJPLPP_02020","yhfK","putative sugar epimerase YhfK","yhfK","CDS","4.-.-.-","COG0702",1185.82296276694,0.74907029993144,0.0762483935035239,9.82407976761926,8.8680232335757e-23,2.12757404866549e-22,"Not significant","yhfK
(AENJPLPP_02020)","AENJPLPP_02020"
"AENJPLPP_01916","gcvH","Glycine cleavage system H protein","gcvH","CDS","","COG0509",2035.75621097098,-0.74062059840789,0.0755274945045448,-9.80597335137767,1.06118911919732e-22,2.54379881155597e-22,"Not significant","gcvH
(AENJPLPP_01916)","AENJPLPP_01916"
"AENJPLPP_02128","sepF","Cell division protein SepF","sepF","CDS","","",11084.7732330366,0.560859499590888,0.0573126080216143,9.78597064330716,1.29348159636132e-22,3.09800879805321e-22,"Not significant","sepF
(AENJPLPP_02128)","AENJPLPP_02128"
"AENJPLPP_00539",NA,"hypothetical protein","hypothetical protein","CDS","","",923.651211455191,-0.849609340445521,0.0869083339770989,-9.77592483442842,1.42846676527419e-22,3.41841877640847e-22,"Not significant","hypothetical protein","AENJPLPP_00539"
"AENJPLPP_01737","mutS2_1","Endonuclease MutS2","mutS2_1","CDS","3.1.-.-","",1617.53808250235,-0.705227352320269,0.0722073865896678,-9.7666926560832,1.56476889016742e-22,3.74143642572969e-22,"Not significant","mutS2_1
(AENJPLPP_01737)","AENJPLPP_01737"
"AENJPLPP_00701","fur","Ferric uptake regulation protein","fur","CDS","","COG0735",1448.99892832943,-0.858924411568158,0.0880750668383596,-9.75218574792006,1.8053855795991e-22,4.31311947328696e-22,"Not significant","fur
(AENJPLPP_00701)","AENJPLPP_00701"
"AENJPLPP_00760",NA,"hypothetical protein","hypothetical protein","CDS","","",106.336061687537,1.93246520515623,0.198420384362184,9.73924736295657,2.05067504253498e-22,4.89499244976098e-22,"Not significant","hypothetical protein","AENJPLPP_00760"
"AENJPLPP_00938",NA,"hypothetical protein","hypothetical protein","CDS","","",49.83791896538,4.95725666145332,0.509692362179549,9.72597792177045,2.33649369236922e-22,5.57254729831278e-22,"Up in serum","hypothetical protein","AENJPLPP_00938"
"AENJPLPP_01323",NA,"hypothetical protein","hypothetical protein","CDS","","",128.320643518843,-1.79257052789759,0.184553265626726,-9.71302524401392,2.65342372372837e-22,6.32309979955809e-22,"Not significant","hypothetical protein","AENJPLPP_01323"
"AENJPLPP_02502","rnr","Ribonuclease R","rnr","CDS","3.1.13.1","COG0557",8391.00514547143,0.595247200560239,0.0614058750393629,9.69365227966656,3.20845470558494e-22,7.6393063679655e-22,"Not significant","rnr
(AENJPLPP_02502)","AENJPLPP_02502"
"AENJPLPP_00435","pyrF","Orotidine 5'-phosphate decarboxylase","pyrF","CDS","4.1.1.23","COG0284",1361.07355516659,0.973567725377278,0.100473766524715,9.68977036545948,3.33277151796302e-22,7.92863543475068e-22,"Not significant","pyrF
(AENJPLPP_00435)","AENJPLPP_00435"
"AENJPLPP_02458","btuD_5","Vitamin B12 import ATP-binding protein BtuD","btuD_5","CDS","7.6.2.8","",2452.52134784947,0.631106103424987,0.0651541690049961,9.6863502836878,3.44624100724613e-22,8.19169461923912e-22,"Not significant","btuD_5
(AENJPLPP_02458)","AENJPLPP_02458"
"AENJPLPP_01264",NA,"hypothetical protein","hypothetical protein","CDS","","",682.908715966418,1.06083205173997,0.109655984688096,9.67418289806418,3.88180029419975e-22,9.21927569872441e-22,"Not significant","hypothetical protein","AENJPLPP_01264"
"AENJPLPP_01996",NA,"hypothetical protein","hypothetical protein","CDS","","",3643.74134574603,-0.578871268905231,0.0598548585945663,-9.67124946073771,3.99470787568355e-22,9.47947862201184e-22,"Not significant","hypothetical protein","AENJPLPP_01996"
"AENJPLPP_00660","rnhB","Ribonuclease HII","rnhB","CDS","3.1.26.4","COG0164",1310.62647675051,-0.75050416915974,0.077686915907366,-9.66062509232111,4.43151595720708e-22,1.05072208332104e-21,"Not significant","rnhB
(AENJPLPP_00660)","AENJPLPP_00660"
"AENJPLPP_02818","gatC_3","PTS system galactitol-specific EIIC component","gatC_3","CDS","","COG3775",550.63607852381,-1.05166645340833,0.108887374422873,-9.65829563787714,4.53343190034488e-22,1.07398708869258e-21,"Not significant","gatC_3
(AENJPLPP_02818)","AENJPLPP_02818"
"AENJPLPP_02325",NA,"hypothetical protein","hypothetical protein","CDS","","",54.7200105966142,-3.26290762458076,0.338131420588428,-9.6498208267736,4.92416893383839e-22,1.16557878358666e-21,"Down in serum","hypothetical protein","AENJPLPP_02325"
"AENJPLPP_02797",NA,"hypothetical protein","hypothetical protein","CDS","","",176.259931374231,1.46949472910348,0.152468440688846,9.63802556427003,5.52402195198646e-22,1.30647503308886e-21,"Not significant","hypothetical protein","AENJPLPP_02797"
"AENJPLPP_01219","stp","Serine/threonine phosphatase stp","stp","CDS","3.1.3.16","COG0631",5571.92292743911,-0.553960173121878,0.0575049918245227,-9.63325366278279,5.78675469080847e-22,1.36747099579957e-21,"Not significant","stp
(AENJPLPP_01219)","AENJPLPP_01219"
"AENJPLPP_02498","menH_3","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","menH_3","CDS","4.2.99.20","",1282.01032659345,0.719051404858952,0.0746795120308198,9.62849629443487,6.06098970039828e-22,1.43108105436427e-21,"Not significant","menH_3
(AENJPLPP_02498)","AENJPLPP_02498"
"AENJPLPP_02036",NA,"hypothetical protein","hypothetical protein","CDS","","",153.70157094504,-1.61616267918752,0.167906115443575,-9.62539497098087,6.24664751393479e-22,1.47368825932912e-21,"Not significant","hypothetical protein","AENJPLPP_02036"
"AENJPLPP_01235","znuB","High-affinity zinc uptake system membrane protein ZnuB","znuB","CDS","","COG1108",461.086909540587,-1.07512878305722,0.112028996276649,-9.59687954716882,8.24013294540531e-22,1.94236605898771e-21,"Not significant","znuB
(AENJPLPP_01235)","AENJPLPP_01235"
"AENJPLPP_01798","mro_2","Aldose 1-epimerase","mro_2","CDS","5.1.3.3","COG2017",446.47327126383,-0.958404508052344,0.100052755491147,-9.57899163643868,9.79969967531399e-22,2.30806570555856e-21,"Not significant","mro_2
(AENJPLPP_01798)","AENJPLPP_01798"
"AENJPLPP_02590","gph_2","Phosphoglycolate phosphatase","gph_2","CDS","3.1.3.18","",731.797089026795,-0.861686073565065,0.0899772842632025,-9.57670683907786,1.00188547880897e-21,2.35772052411322e-21,"Not significant","gph_2
(AENJPLPP_02590)","AENJPLPP_02590"
"AENJPLPP_00034","xerC_1","Tyrosine recombinase XerC","xerC_1","CDS","","",373.395587826227,-1.05320991637895,0.109981306640564,-9.57626299004615,1.00619873835024e-21,2.36590417630361e-21,"Not significant","xerC_1
(AENJPLPP_00034)","AENJPLPP_00034"
"AENJPLPP_00437","pyrK_1","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","pyrK_1","CDS","","COG0543",432.901248469053,1.38223872541135,0.144524670392922,9.56403305853203,1.1325517707615e-21,2.66079175354839e-21,"Not significant","pyrK_1
(AENJPLPP_00437)","AENJPLPP_00437"
"AENJPLPP_01889",NA,"hypothetical protein","hypothetical protein","CDS","","",2980.25340389354,0.587606350381826,0.0614431049970495,9.56342213516135,1.13925956714896e-21,2.67433153780987e-21,"Not significant","hypothetical protein","AENJPLPP_01889"
"AENJPLPP_00446","lspA","Lipoprotein signal peptidase","lspA","CDS","3.4.23.36","COG0597",1519.36058305489,0.683019283280997,0.0714206773867552,9.56332687216519,1.14030906924144e-21,2.67457744409487e-21,"Not significant","lspA
(AENJPLPP_00446)","AENJPLPP_00446"
"AENJPLPP_02127","yggS","Pyridoxal phosphate homeostasis protein","yggS","CDS","","COG0325",5078.02846243911,0.589419716846975,0.0617335160799398,9.54780732209916,1.32470237103996e-21,3.10449703014414e-21,"Not significant","yggS
(AENJPLPP_02127)","AENJPLPP_02127"
"AENJPLPP_00116","arcA","Arginine deiminase","arcA","CDS","3.5.3.6","",5439.0641366496,-0.69868060776799,0.0731969389739471,-9.54521620114018,1.35823999770845e-21,3.18046106990292e-21,"Not significant","arcA
(AENJPLPP_00116)","AENJPLPP_00116"
"AENJPLPP_02531","ftsE","Cell division ATP-binding protein FtsE","ftsE","CDS","","COG2884",4119.84356481642,0.613539197568201,0.0643828988780291,9.52953669778876,1.57986716020148e-21,3.69636688473586e-21,"Not significant","ftsE
(AENJPLPP_02531)","AENJPLPP_02531"
"AENJPLPP_02473","lhpI","Delta(1)-pyrroline-2-carboxylate reductase","lhpI","CDS","1.5.1.49","COG2423",86.1631128439868,-2.19286618286853,0.230162517152549,-9.52746872078709,1.61164917302399e-21,3.76761255890249e-21,"Down in serum","lhpI
(AENJPLPP_02473)","AENJPLPP_02473"
"AENJPLPP_02878","guaA_2","GMP synthase [glutamine-hydrolyzing]","guaA_2","CDS","6.3.5.2","",309.764669841803,-1.1363502481636,0.119668371328837,-9.49582780767545,2.18468574267024e-21,5.10300770420747e-21,"Not significant","guaA_2
(AENJPLPP_02878)","AENJPLPP_02878"
"AENJPLPP_00904",NA,"hypothetical protein","hypothetical protein","CDS","","",1666.16098848136,-0.717058744591554,0.0755658146758405,-9.48919491793434,2.32825442198375e-21,5.43387326350866e-21,"Not significant","hypothetical protein","AENJPLPP_00904"
"AENJPLPP_00864",NA,"hypothetical protein","hypothetical protein","CDS","","",531.311924058102,-0.946775054986092,0.100144907460577,-9.45405092474421,3.25965533508909e-21,7.6013873588445e-21,"Not significant","hypothetical protein","AENJPLPP_00864"
"AENJPLPP_02761",NA,"hypothetical protein","hypothetical protein","CDS","","",178.356011757589,1.40213926191145,0.148416311819665,9.447339343772,3.47552539024932e-21,8.09811718501713e-21,"Not significant","hypothetical protein","AENJPLPP_02761"
"AENJPLPP_01065","oatA","O-acetyltransferase OatA","oatA","CDS","2.3.1.-","",17150.5918927346,0.48012902030327,0.0508516589941247,9.44175725631181,3.66579206054379e-21,8.53442214095351e-21,"Not significant","oatA
(AENJPLPP_01065)","AENJPLPP_01065"
"AENJPLPP_02814",NA,"hypothetical protein","hypothetical protein","CDS","","",123.529000505515,-1.9002309413593,0.201472479979013,-9.43171465183356,4.03439106503348e-21,9.38484889491355e-21,"Not significant","hypothetical protein","AENJPLPP_02814"
"AENJPLPP_02238",NA,"hypothetical protein","hypothetical protein","CDS","","",1092.74105373342,0.812123017110995,0.0862076941268291,9.42053984086613,4.48774696016267e-21,1.04308798392615e-20,"Not significant","hypothetical protein","AENJPLPP_02238"
"AENJPLPP_01437",NA,"hypothetical protein","hypothetical protein","CDS","","",2552.04330904112,0.724082556353488,0.0768696183547486,9.4196195044431,4.52725610573378e-21,1.0514078782061e-20,"Not significant","hypothetical protein","AENJPLPP_01437"
"AENJPLPP_01383",NA,"hypothetical protein","hypothetical protein","CDS","","",591.058651175141,-0.89420159870752,0.0950628522721132,-9.40642508966497,5.13298361047439e-21,1.19110463944697e-20,"Not significant","hypothetical protein","AENJPLPP_01383"
"AENJPLPP_01099","yhaM","3'-5' exoribonuclease YhaM","yhaM","CDS","3.1.-.-","COG3481",3778.46767843687,0.585146252048687,0.0623637027115233,9.3828016395275,6.42425613633615e-21,1.4895224506116e-20,"Not significant","yhaM
(AENJPLPP_01099)","AENJPLPP_01099"
